auction_id,uasg_id,auction_number
1701780000012014,170178,0000012014
1702570000012014,170257,0000012014
1931120000012014,193112,0000012014
1931200000012014,193120,0000012014
1931260000012014,193126,0000012014
2001150000012014,200115,0000012014
2001410000012014,200141,0000012014
2002030000012014,200203,0000012014
2003520000012014,200352,0000012014
2003900000012014,200390,0000012014
2400310000012014,240031,0000012014
2500190000012014,250019,0000012014
2530100000012014,253010,0000012014
2530140000012014,253014,0000012014
2530220000012014,253022,0000012014
2570280000012014,257028,0000012014
3730300000012014,373030,0000012014
3730440000012014,373044,0000012014
3730850000012014,373085,0000012014
3809400000012014,380940,0000012014
3891610000012014,389161,0000012014
5106300000012014,510630,0000012014
5117700000012014,511770,0000012014
5118530000012014,511853,0000012014
7916030000012014,791603,0000012014
9263060000012014,926306,0000012014
0800030000012015,080003,0000012015
1136020000012015,113602,0000012015
1300140000012015,130014,0000012015
1300290000012015,130029,0000012015
1300800000012015,130080,0000012015
1350770000012015,135077,0000012015
1501540000012015,150154,0000012015
1520040000012015,152004,0000012015
1530290000012015,153029,0000012015
1531760000012015,153176,0000012015
1532510000012015,153251,0000012015
1546170000012015,154617,0000012015
1548490000012015,154849,0000012015
1580920000012015,158092,0000012015
1580990000012015,158099,0000012015
1581980000012015,158198,0000012015
1582800000012015,158280,0000012015
1583010000012015,158301,0000012015
1583800000012015,158380,0000012015
1584100000012015,158410,0000012015
1586110000012015,158611,0000012015
1601180000012015,160118,0000012015
1601570000012015,160157,0000012015
1602060000012015,160206,0000012015
1642040000012015,164204,0000012015
1680070000012015,168007,0000012015
1700690000012015,170069,0000012015
1701160000012015,170116,0000012015
1701200000012015,170120,0000012015
1701220000012015,170122,0000012015
1701250000012015,170125,0000012015
1701790000012015,170179,0000012015
1703280000012015,170328,0000012015
1931020000012015,193102,0000012015
1931190000012015,193119,0000012015
1931200000012015,193120,0000012015
1931260000012015,193126,0000012015
1940360000012015,194036,0000012015
1950150000012015,195015,0000012015
2000400000012015,200040,0000012015
2010610000012015,201061,0000012015
2010630000012015,201063,0000012015
2500230000012015,250023,0000012015
2530200000012015,253020,0000012015
2550080000012015,255008,0000012015
2550120000012015,255012,0000012015
2550230000012015,255023,0000012015
3730440000012015,373044,0000012015
3800070000012015,380007,0000012015
5101350000012015,510135,0000012015
5102970000012015,510297,0000012015
5120860000012015,512086,0000012015
7843300000012015,784330,0000012015
9250890000012015,925089,0000012015
9262950000012015,926295,0000012015
0900050000012016,090005,0000012016
0900270000012016,090027,0000012016
1501480000012016,150148,0000012016
1501490000012016,150149,0000012016
1501510000012016,150151,0000012016
1501540000012016,150154,0000012016
1518890000012016,151889,0000012016
1530610000012016,153061,0000012016
1540480000012016,154048,0000012016
1547050000012016,154705,0000012016
1552070000012016,155207,0000012016
1581390000012016,158139,0000012016
1581980000012016,158198,0000012016
1582800000012016,158280,0000012016
1583130000012016,158313,0000012016
1583160000012016,158316,0000012016
1583560000012016,158356,0000012016
1583840000012016,158384,0000012016
1584350000012016,158435,0000012016
1585600000012016,158560,0000012016
1586280000012016,158628,0000012016
1590010000012016,159001,0000012016
1601180000012016,160118,0000012016
1601420000012016,160142,0000012016
1601630000012016,160163,0000012016
1605370000012016,160537,0000012016
1680060000012016,168006,0000012016
1680070000012016,168007,0000012016
1700350000012016,170035,0000012016
1700690000012016,170069,0000012016
1700800000012016,170080,0000012016
1701060000012016,170106,0000012016
1701080000012016,170108,0000012016
1701690000012016,170169,0000012016
1931000000012016,193100,0000012016
1931160000012016,193116,0000012016
1931180000012016,193118,0000012016
1931240000012016,193124,0000012016
1931260000012016,193126,0000012016
1931290000012016,193129,0000012016
2001260000012016,200126,0000012016
2003840000012016,200384,0000012016
2500380000012016,250038,0000012016
2550090000012016,255009,0000012016
2550120000012016,255012,0000012016
2550140000012016,255014,0000012016
2570270000012016,257027,0000012016
2570460000012016,257046,0000012016
3730400000012016,373040,0000012016
3730480000012016,373048,0000012016
3730580000012016,373058,0000012016
3800380000012016,380038,0000012016
3800450000012016,380045,0000012016
3809550000012016,380955,0000012016
5101350000012016,510135,0000012016
5106300000012016,510630,0000012016
7440210000012016,744021,0000012016
7657060000012016,765706,0000012016
7870000000012016,787000,0000012016
9250480000012016,925048,0000012016
9251990000012016,925199,0000012016
9265640000012016,926564,0000012016
0700020000012017,070002,0000012017
1350710000012017,135071,0000012017
1350770000012017,135077,0000012017
1530630000012017,153063,0000012017
1552070000012017,155207,0000012017
1561030000012017,156103,0000012017
1581210000012017,158121,0000012017
1581980000012017,158198,0000012017
1584420000012017,158442,0000012017
1600720000012017,160072,0000012017
1601180000012017,160118,0000012017
1601320000012017,160132,0000012017
1700550000012017,170055,0000012017
1700690000012017,170069,0000012017
1701200000012017,170120,0000012017
1701210000012017,170121,0000012017
1701860000012017,170186,0000012017
1931120000012017,193112,0000012017
1931240000012017,193124,0000012017
1931260000012017,193126,0000012017
1940330000012017,194033,0000012017
1950120000012017,195012,0000012017
2000850000012017,200085,0000012017
2000890000012017,200089,0000012017
2002060000012017,200206,0000012017
2002470000012017,200247,0000012017
2500130000012017,250013,0000012017
2500360000012017,250036,0000012017
2550030000012017,255003,0000012017
2550080000012017,255008,0000012017
2550200000012017,255020,0000012017
2570260000012017,257026,0000012017
2570360000012017,257036,0000012017
3730300000012017,373030,0000012017
3730480000012017,373048,0000012017
3730530000012017,373053,0000012017
3800300000012017,380030,0000012017
3809400000012017,380940,0000012017
4400750000012017,440075,0000012017
5101350000012017,510135,0000012017
5106770000012017,510677,0000012017
5108300000012017,510830,0000012017
5114170000012017,511417,0000012017
7322000000012017,732200,0000012017
7324000000012017,732400,0000012017
7873100000012017,787310,0000012017
9263950000012017,926395,0000012017
0700230000022008,070023,0000022008
1300780000022008,130078,0000022008
1301000000022008,130100,0000022008
1530340000022008,153034,0000022008
1532060000022008,153206,0000022008
1532150000022008,153215,0000022008
1581980000022008,158198,0000022008
1601420000022008,160142,0000022008
1603410000022008,160341,0000022008
1680060000022008,168006,0000022008
1700520000022008,170052,0000022008
1700750000022008,170075,0000022008
1700910000022008,170091,0000022008
1701470000022008,170147,0000022008
1701830000022008,170183,0000022008
1701840000022008,170184,0000022008
1701860000022008,170186,0000022008
1702050000022008,170205,0000022008
1702130000022008,170213,0000022008
1703470000022008,170347,0000022008
1931220000022008,193122,0000022008
1940290000022008,194029,0000022008
1940300000022008,194030,0000022008
2001410000022008,200141,0000022008
2030030000022008,203003,0000022008
2550130000022008,255013,0000022008
3730150000022008,373015,0000022008
3730440000022008,373044,0000022008
3800540000022008,380054,0000022008
3809400000022008,380940,0000022008
3809470000022008,380947,0000022008
5101200000022008,510120,0000022008
5101350000022008,510135,0000022008
5102800000022008,510280,0000022008
5109130000022008,510913,0000022008
5116400000022008,511640,0000022008
9253090000022008,925309,0000022008
9254680000022008,925468,0000022008
9258490000022008,925849,0000022008
1530220000022009,153022,0000022009
1530480000022009,153048,0000022009
1581970000022009,158197,0000022009
1581980000022009,158198,0000022009
1602030000022009,160203,0000022009
1602990000022009,160299,0000022009
1680080000022009,168008,0000022009
1701000000022009,170100,0000022009
1701180000022009,170118,0000022009
1701310000022009,170131,0000022009
1701590000022009,170159,0000022009
1701840000022009,170184,0000022009
1701980000022009,170198,0000022009
1703470000022009,170347,0000022009
1931120000022009,193112,0000022009
1940290000022009,194029,0000022009
1950120000022009,195012,0000022009
2000740000022009,200074,0000022009
2000920000022009,200092,0000022009
2001230000022009,200123,0000022009
2030030000022009,203003,0000022009
2401040000022009,240104,0000022009
2401250000022009,240125,0000022009
2500160000022009,250016,0000022009
2500170000022009,250017,0000022009
2530290000022009,253029,0000022009
3730150000022009,373015,0000022009
3730530000022009,373053,0000022009
3809470000022009,380947,0000022009
3809520000022009,380952,0000022009
5101800000022009,510180,0000022009
5101880000022009,510188,0000022009
5104800000022009,510480,0000022009
5106300000022009,510630,0000022009
5109100000022009,510910,0000022009
5112700000022009,511270,0000022009
5118510000022009,511851,0000022009
7838100000022009,783810,0000022009
0900050000022010,090005,0000022010
1200300000022010,120030,0000022010
1301000000022010,130100,0000022010
1502230000022010,150223,0000022010
1531660000022010,153166,0000022010
1531760000022010,153176,0000022010
1531780000022010,153178,0000022010
1584660000022010,158466,0000022010
1602190000022010,160219,0000022010
1602930000022010,160293,0000022010
1700690000022010,170069,0000022010
1701250000022010,170125,0000022010
1701600000022010,170160,0000022010
1701700000022010,170170,0000022010
1701840000022010,170184,0000022010
1701850000022010,170185,0000022010
1702090000022010,170209,0000022010
1702480000022010,170248,0000022010
1931140000022010,193114,0000022010
2000140000022010,200014,0000022010
2001410000022010,200141,0000022010
2400010000022010,240001,0000022010
2500270000022010,250027,0000022010
2550250000022010,255025,0000022010
3809480000022010,380948,0000022010
5101200000022010,510120,0000022010
5101350000022010,510135,0000022010
5101800000022010,510180,0000022010
5102800000022010,510280,0000022010
9254450000022010,925445,0000022010
0700080000022011,070008,0000022011
0700240000022011,070024,0000022011
0900160000022011,090016,0000022011
1300140000022011,130014,0000022011
1300280000022011,130028,0000022011
1530340000022011,153034,0000022011
1582790000022011,158279,0000022011
1582800000022011,158280,0000022011
1583770000022011,158377,0000022011
1584110000022011,158411,0000022011
1584370000022011,158437,0000022011
1584580000022011,158458,0000022011
1584850000022011,158485,0000022011
1600470000022011,160047,0000022011
1603410000022011,160341,0000022011
1700590000022011,170059,0000022011
1700660000022011,170066,0000022011
1700690000022011,170069,0000022011
1701000000022011,170100,0000022011
1701020000022011,170102,0000022011
1701610000022011,170161,0000022011
1701750000022011,170175,0000022011
1702480000022011,170248,0000022011
1931070000022011,193107,0000022011
1931290000022011,193129,0000022011
1940030000022011,194003,0000022011
2000260000022011,200026,0000022011
2000900000022011,200090,0000022011
2001060000022011,200106,0000022011
2500160000022011,250016,0000022011
2500170000022011,250017,0000022011
2500230000022011,250023,0000022011
2500330000022011,250033,0000022011
2550040000022011,255004,0000022011
3800060000022011,380006,0000022011
3809400000022011,380940,0000022011
5102800000022011,510280,0000022011
5112700000022011,511270,0000022011
5120350000022011,512035,0000022011
7853440000022011,785344,0000022011
9250390000022011,925039,0000022011
0700230000022012,070023,0000022012
1200260000022012,120026,0000022012
1200280000022012,120028,0000022012
1300780000022012,130078,0000022012
1501540000022012,150154,0000022012
1530400000022012,153040,0000022012
1532510000022012,153251,0000022012
1532920000022012,153292,0000022012
1583000000022012,158300,0000022012
1583130000022012,158313,0000022012
1583200000022012,158320,0000022012
1586580000022012,158658,0000022012
1600360000022012,160036,0000022012
1600830000022012,160083,0000022012
1604180000022012,160418,0000022012
1642040000022012,164204,0000022012
1700780000022012,170078,0000022012
1700850000022012,170085,0000022012
1701190000022012,170119,0000022012
1701470000022012,170147,0000022012
1702630000022012,170263,0000022012
1703470000022012,170347,0000022012
1930100000022012,193010,0000022012
2000220000022012,200022,0000022012
2000900000022012,200090,0000022012
2001060000022012,200106,0000022012
2003580000022012,200358,0000022012
2500370000022012,250037,0000022012
2530070000022012,253007,0000022012
2530080000022012,253008,0000022012
2530160000022012,253016,0000022012
2550250000022012,255025,0000022012
2570250000022012,257025,0000022012
2570330000022012,257033,0000022012
2570450000022012,257045,0000022012
3230070000022012,323007,0000022012
3230310000022012,323031,0000022012
3730400000022012,373040,0000022012
5104050000022012,510405,0000022012
5106300000022012,510630,0000022012
5116690000022012,511669,0000022012
5120820000022012,512082,0000022012
5800350000022012,580035,0000022012
7843300000022012,784330,0000022012
7890000000022012,789000,0000022012
1136020000022013,113602,0000022013
1200010000022013,120001,0000022013
1201010000022013,120101,0000022013
1530290000022013,153029,0000022013
1583070000022013,158307,0000022013
1583920000022013,158392,0000022013
1584350000022013,158435,0000022013
1584610000022013,158461,0000022013
1601670000022013,160167,0000022013
1604730000022013,160473,0000022013
1700190000022013,170019,0000022013
1700350000022013,170035,0000022013
1700520000022013,170052,0000022013
1700690000022013,170069,0000022013
1700720000022013,170072,0000022013
1701000000022013,170100,0000022013
1701690000022013,170169,0000022013
1701810000022013,170181,0000022013
1702590000022013,170259,0000022013
1702630000022013,170263,0000022013
1930100000022013,193010,0000022013
1931220000022013,193122,0000022013
1931290000022013,193129,0000022013
1940640000022013,194064,0000022013
1950150000022013,195015,0000022013
2000400000022013,200040,0000022013
2001190000022013,200119,0000022013
2003960000022013,200396,0000022013
2500160000022013,250016,0000022013
2500170000022013,250017,0000022013
2530200000022013,253020,0000022013
2550060000022013,255006,0000022013
2550080000022013,255008,0000022013
2550110000022013,255011,0000022013
2550140000022013,255014,0000022013
3730550000022013,373055,0000022013
3800300000022013,380030,0000022013
3894420000022013,389442,0000022013
7640000000022013,764000,0000022013
9251440000022013,925144,0000022013
9251460000022013,925146,0000022013
9256100000022013,925610,0000022013
9260170000022013,926017,0000022013
9261590000022013,926159,0000022013
9262740000022013,926274,0000022013
9262820000022013,926282,0000022013
1100990000022014,110099,0000022014
1200880000022014,120088,0000022014
1300560000022014,130056,0000022014
1530290000022014,153029,0000022014
1583780000022014,158378,0000022014
1583860000022014,158386,0000022014
1600380000022014,160038,0000022014
1601590000022014,160159,0000022014
1604180000022014,160418,0000022014
1700190000022014,170019,0000022014
1700590000022014,170059,0000022014
1700690000022014,170069,0000022014
1700720000022014,170072,0000022014
1700930000022014,170093,0000022014
1701220000022014,170122,0000022014
1701380000022014,170138,0000022014
1701720000022014,170172,0000022014
1701810000022014,170181,0000022014
1701860000022014,170186,0000022014
1703470000022014,170347,0000022014
1940280000022014,194028,0000022014
1940360000022014,194036,0000022014
2000590000022014,200059,0000022014
2001220000022014,200122,0000022014
2002070000022014,200207,0000022014
2401040000022014,240104,0000022014
2500160000022014,250016,0000022014
2500380000022014,250038,0000022014
2550170000022014,255017,0000022014
2570270000022014,257027,0000022014
2570500000022014,257050,0000022014
3230070000022014,323007,0000022014
3800490000022014,380049,0000022014
3930130000022014,393013,0000022014
9262950000022014,926295,0000022014
9263190000022014,926319,0000022014
1300570000022015,130057,0000022015
1354580000022015,135458,0000022015
1501480000022015,150148,0000022015
1530150000022015,153015,0000022015
1545810000022015,154581,0000022015
1581460000022015,158146,0000022015
1584290000022015,158429,0000022015
1600260000022015,160026,0000022015
1600500000022015,160050,0000022015
1601670000022015,160167,0000022015
1700280000022015,170028,0000022015
1700750000022015,170075,0000022015
1701810000022015,170181,0000022015
1701820000022015,170182,0000022015
1701870000022015,170187,0000022015
1701950000022015,170195,0000022015
1940050000022015,194005,0000022015
1940280000022015,194028,0000022015
1940460000022015,194046,0000022015
2000850000022015,200085,0000022015
2001260000022015,200126,0000022015
2003720000022015,200372,0000022015
2010620000022015,201062,0000022015
2400010000022015,240001,0000022015
2401260000022015,240126,0000022015
2500380000022015,250038,0000022015
2530150000022015,253015,0000022015
2570260000022015,257026,0000022015
2570300000022015,257030,0000022015
2570310000022015,257031,0000022015
2570430000022015,257043,0000022015
3730550000022015,373055,0000022015
3800480000022015,380048,0000022015
3809550000022015,380955,0000022015
5106770000022015,510677,0000022015
9262410000022015,926241,0000022015
0700270000022016,070027,0000022016
0900020000022016,090002,0000022016
0900370000022016,090037,0000022016
1101200000022016,110120,0000022016
1300280000022016,130028,0000022016
1300560000022016,130056,0000022016
1300800000022016,130080,0000022016
1350270000022016,135027,0000022016
1350380000022016,135038,0000022016
1530290000022016,153029,0000022016
1531760000022016,153176,0000022016
1581210000022016,158121,0000022016
1581560000022016,158156,0000022016
1583540000022016,158354,0000022016
1600190000022016,160019,0000022016
1600720000022016,160072,0000022016
1603520000022016,160352,0000022016
1700970000022016,170097,0000022016
1701140000022016,170114,0000022016
1701850000022016,170185,0000022016
1703140000022016,170314,0000022016
1703880000022016,170388,0000022016
1830250000022016,183025,0000022016
1931170000022016,193117,0000022016
1940080000022016,194008,0000022016
1940090000022016,194009,0000022016
1940120000022016,194012,0000022016
1940480000022016,194048,0000022016
2002060000022016,200206,0000022016
2003380000022016,200338,0000022016
2003580000022016,200358,0000022016
2010610000022016,201061,0000022016
2530040000022016,253004,0000022016
2530080000022016,253008,0000022016
2530200000022016,253020,0000022016
2550170000022016,255017,0000022016
3730440000022016,373044,0000022016
3800360000022016,380036,0000022016
3800490000022016,380049,0000022016
3891610000022016,389161,0000022016
4537470000022016,453747,0000022016
5104800000022016,510480,0000022016
5106700000022016,510670,0000022016
5114360000022016,511436,0000022016
5116740000022016,511674,0000022016
5120740000022016,512074,0000022016
9250680000022016,925068,0000022016
9251420000022016,925142,0000022016
9262080000022016,926208,0000022016
0700070000022017,070007,0000022017
0800240000022017,080024,0000022017
0900050000022017,090005,0000022017
1136020000022017,113602,0000022017
1300560000022017,130056,0000022017
1300770000022017,130077,0000022017
1300940000022017,130094,0000022017
1350210000022017,135021,0000022017
1350270000022017,135027,0000022017
1531770000022017,153177,0000022017
1558510000022017,155851,0000022017
1558540000022017,155854,0000022017
1583840000022017,158384,0000022017
1600360000022017,160036,0000022017
1605200000022017,160520,0000022017
1700280000022017,170028,0000022017
1700970000022017,170097,0000022017
1701060000022017,170106,0000022017
1701790000022017,170179,0000022017
1701950000022017,170195,0000022017
1940850000022017,194085,0000022017
1950150000022017,195015,0000022017
2000440000022017,200044,0000022017
2000900000022017,200090,0000022017
2001060000022017,200106,0000022017
2001160000022017,200116,0000022017
2010610000022017,201061,0000022017
2530040000022017,253004,0000022017
2550050000022017,255005,0000022017
2550120000022017,255012,0000022017
2550130000022017,255013,0000022017
2550140000022017,255014,0000022017
2550150000022017,255015,0000022017
2570420000022017,257042,0000022017
3430320000022017,343032,0000022017
3730400000022017,373040,0000022017
3730440000022017,373044,0000022017
3730670000022017,373067,0000022017
3800060000022017,380006,0000022017
3800430000022017,380043,0000022017
3809550000022017,380955,0000022017
3893330000022017,389333,0000022017
3894590000022017,389459,0000022017
4576970000022017,457697,0000022017
5103500000022017,510350,0000022017
9254680000022017,925468,0000022017
9263720000022017,926372,0000022017
9264120000022017,926412,0000022017
9966120000022017,996612,0000022017
0900020000032008,090002,0000032008
1350120000032008,135012,0000032008
1520040000032008,152004,0000032008
1530210000032008,153021,0000032008
1531780000032008,153178,0000032008
1531970000032008,153197,0000032008
1532400000032008,153240,0000032008
1600380000032008,160038,0000032008
1600490000032008,160049,0000032008
1601570000032008,160157,0000032008
1601650000032008,160165,0000032008
1601760000032008,160176,0000032008
1602220000032008,160222,0000032008
1604150000032008,160415,0000032008
1604260000032008,160426,0000032008
1604350000032008,160435,0000032008
1700720000032008,170072,0000032008
1701810000032008,170181,0000032008
1702010000032008,170201,0000032008
1703050000032008,170305,0000032008
1930070000032008,193007,0000032008
1930280000032008,193028,0000032008
1940200000032008,194020,0000032008
1940280000032008,194028,0000032008
1940760000032008,194076,0000032008
1950120000032008,195012,0000032008
2000370000032008,200037,0000032008
2001090000032008,200109,0000032008
2001340000032008,200134,0000032008
2530200000032008,253020,0000032008
2530280000032008,253028,0000032008
3730730000032008,373073,0000032008
3800340000032008,380034,0000032008
3800420000032008,380042,0000032008
5100300000032008,510030,0000032008
5108150000032008,510815,0000032008
5109170000032008,510917,0000032008
5118570000032008,511857,0000032008
7626000000032008,762600,0000032008
