auction_id,uasg_id,auction_number
1940080000042009,194008,0000042009
1940120000042009,194012,0000042009
2000140000042009,200014,0000042009
2000320000042009,200032,0000042009
2000650000042009,200065,0000042009
2001180000042009,200118,0000042009
2401280000042009,240128,0000042009
2500340000042009,250034,0000042009
2530080000042009,253008,0000042009
3230070000042009,323007,0000042009
3809400000042009,380940,0000042009
3809420000042009,380942,0000042009
5100050000042009,510005,0000042009
5106780000042009,510678,0000042009
5113520000042009,511352,0000042009
0900270000042010,090027,0000042010
1300280000042010,130028,0000042010
1300600000042010,130060,0000042010
1353250000042010,135325,0000042010
1501490000042010,150149,0000042010
1532910000042010,153291,0000042010
1581460000042010,158146,0000042010
1584430000042010,158443,0000042010
1584930000042010,158493,0000042010
1600270000042010,160027,0000042010
1600830000042010,160083,0000042010
1600900000042010,160090,0000042010
1601180000042010,160118,0000042010
1700520000042010,170052,0000042010
1701090000042010,170109,0000042010
1701180000042010,170118,0000042010
1701610000042010,170161,0000042010
1701710000042010,170171,0000042010
1701820000042010,170182,0000042010
1701860000042010,170186,0000042010
1701920000042010,170192,0000042010
1930100000042010,193010,0000042010
1931290000042010,193129,0000042010
2001360000042010,200136,0000042010
2401040000042010,240104,0000042010
2550190000042010,255019,0000042010
3730480000042010,373048,0000042010
3894420000042010,389442,0000042010
4430480000042010,443048,0000042010
5100800000042010,510080,0000042010
5114130000042010,511413,0000042010
5118280000042010,511828,0000042010
5118400000042010,511840,0000042010
7953800000042010,795380,0000042010
9251580000042010,925158,0000042010
9260120000042010,926012,0000042010
0900210000042011,090021,0000042011
1301220000042011,130122,0000042011
1301260000042011,130126,0000042011
1350130000042011,135013,0000042011
1501490000042011,150149,0000042011
1501510000042011,150151,0000042011
1583070000042011,158307,0000042011
1584770000042011,158477,0000042011
1600700000042011,160070,0000042011
1601130000042011,160113,0000042011
1603430000042011,160343,0000042011
1603460000042011,160346,0000042011
1700550000042011,170055,0000042011
1701060000042011,170106,0000042011
1701160000042011,170116,0000042011
1701600000042011,170160,0000042011
1701810000042011,170181,0000042011
1701980000042011,170198,0000042011
1703140000042011,170314,0000042011
1703370000042011,170337,0000042011
1703450000042011,170345,0000042011
1931220000042011,193122,0000042011
1950060000042011,195006,0000042011
2001220000042011,200122,0000042011
2001340000042011,200134,0000042011
2003380000042011,200338,0000042011
2003880000042011,200388,0000042011
2500370000042011,250037,0000042011
2530280000042011,253028,0000042011
2550000000042011,255000,0000042011
2550170000042011,255017,0000042011
2550180000042011,255018,0000042011
3430260000042011,343026,0000042011
3730390000042011,373039,0000042011
3990050000042011,399005,0000042011
4200370000042011,420037,0000042011
5117700000042011,511770,0000042011
7858100000042011,785810,0000042011
9251460000042011,925146,0000042011
9256110000042011,925611,0000042011
9260910000042011,926091,0000042011
9430010000042011,943001,0000042011
0900020000042012,090002,0000042012
1200880000042012,120088,0000042012
1300140000042012,130014,0000042012
1300770000042012,130077,0000042012
1350050000042012,135005,0000042012
1530580000042012,153058,0000042012
1581980000042012,158198,0000042012
1583190000042012,158319,0000042012
1585040000042012,158504,0000042012
1601270000042012,160127,0000042012
1603430000042012,160343,0000042012
1603490000042012,160349,0000042012
1701000000042012,170100,0000042012
1701180000042012,170118,0000042012
1701900000042012,170190,0000042012
1702690000042012,170269,0000042012
1703140000042012,170314,0000042012
1940070000042012,194007,0000042012
2001180000042012,200118,0000042012
2003520000042012,200352,0000042012
2003840000042012,200384,0000042012
2530200000042012,253020,0000042012
2550060000042012,255006,0000042012
5101880000042012,510188,0000042012
9254530000042012,925453,0000042012
9260940000042012,926094,0000042012
0100010000042013,010001,0000042013
0900020000042013,090002,0000042013
1200040000042013,120004,0000042013
1200300000042013,120030,0000042013
1230010000042013,123001,0000042013
1300110000042013,130011,0000042013
1350770000042013,135077,0000042013
1582790000042013,158279,0000042013
1582800000042013,158280,0000042013
1583130000042013,158313,0000042013
1701100000042013,170110,0000042013
1701210000042013,170121,0000042013
1701750000042013,170175,0000042013
1703460000042013,170346,0000042013
1940120000042013,194012,0000042013
2000380000042013,200038,0000042013
2003980000042013,200398,0000042013
2401370000042013,240137,0000042013
2500270000042013,250027,0000042013
2770010000042013,277001,0000042013
3430260000042013,343026,0000042013
3730370000042013,373037,0000042013
3809550000042013,380955,0000042013
7512120000042013,751212,0000042013
9251290000042013,925129,0000042013
9260120000042013,926012,0000042013
1101610000042014,110161,0000042014
1200390000042014,120039,0000042014
1300220000042014,130022,0000042014
1300320000042014,130032,0000042014
1501490000042014,150149,0000042014
1520050000042014,152005,0000042014
1532510000042014,153251,0000042014
1580090000042014,158009,0000042014
1583000000042014,158300,0000042014
1587050000042014,158705,0000042014
1600700000042014,160070,0000042014
1701030000042014,170103,0000042014
1703130000042014,170313,0000042014
1703420000042014,170342,0000042014
1703460000042014,170346,0000042014
1931070000042014,193107,0000042014
1940290000042014,194029,0000042014
2001390000042014,200139,0000042014
2002060000042014,200206,0000042014
2550090000042014,255009,0000042014
2570420000042014,257042,0000042014
3430060000042014,343006,0000042014
3430070000042014,343007,0000042014
3800330000042014,380033,0000042014
5118280000042014,511828,0000042014
7858100000042014,785810,0000042014
9257990000042014,925799,0000042014
0900050000042015,090005,0000042015
0900260000042015,090026,0000042015
1200800000042015,120080,0000042015
1300160000042015,130016,0000042015
1300280000042015,130028,0000042015
1300320000042015,130032,0000042015
1501500000042015,150150,0000042015
1531770000042015,153177,0000042015
1539910000042015,153991,0000042015
1540720000042015,154072,0000042015
1583060000042015,158306,0000042015
1584430000042015,158443,0000042015
1600470000042015,160047,0000042015
1600720000042015,160072,0000042015
1604730000042015,160473,0000042015
1700590000042015,170059,0000042015
1701030000042015,170103,0000042015
1701770000042015,170177,0000042015
1701850000042015,170185,0000042015
1931050000042015,193105,0000042015
2002070000042015,200207,0000042015
2002470000042015,200247,0000042015
2003880000042015,200388,0000042015
2500160000042015,250016,0000042015
2570520000042015,257052,0000042015
3430320000042015,343032,0000042015
5104050000042015,510405,0000042015
9254650000042015,925465,0000042015
9259890000042015,925989,0000042015
9260120000042015,926012,0000042015
9264300000042015,926430,0000042015
1350140000042016,135014,0000042016
1350490000042016,135049,0000042016
1545790000042016,154579,0000042016
1581950000042016,158195,0000042016
1582670000042016,158267,0000042016
1582770000042016,158277,0000042016
1583410000042016,158341,0000042016
1601670000042016,160167,0000042016
1700600000042016,170060,0000042016
1701610000042016,170161,0000042016
1701780000042016,170178,0000042016
1701810000042016,170181,0000042016
1701950000042016,170195,0000042016
1702070000042016,170207,0000042016
1703860000042016,170386,0000042016
1931120000042016,193112,0000042016
1940280000042016,194028,0000042016
2000240000042016,200024,0000042016
2001110000042016,200111,0000042016
2003520000042016,200352,0000042016
2003540000042016,200354,0000042016
2500270000042016,250027,0000042016
2550040000042016,255004,0000042016
2570450000042016,257045,0000042016
3230070000042016,323007,0000042016
5104050000042016,510405,0000042016
5104800000042016,510480,0000042016
9260120000042016,926012,0000042016
1300220000042017,130022,0000042017
1520050000042017,152005,0000042017
1583010000042017,158301,0000042017
1583120000042017,158312,0000042017
1583540000042017,158354,0000042017
1584880000042017,158488,0000042017
1585100000042017,158510,0000042017
1590010000042017,159001,0000042017
1604730000042017,160473,0000042017
1680070000042017,168007,0000042017
1700720000042017,170072,0000042017
1701000000042017,170100,0000042017
1701030000042017,170103,0000042017
1701820000042017,170182,0000042017
1931080000042017,193108,0000042017
1940280000042017,194028,0000042017
1940640000042017,194064,0000042017
2000930000042017,200093,0000042017
2550060000042017,255006,0000042017
2550090000042017,255009,0000042017
2570210000042017,257021,0000042017
3730390000042017,373039,0000042017
3730580000042017,373058,0000042017
4000690000042017,400069,0000042017
4523460000042017,452346,0000042017
7911800000042017,791180,0000042017
9250480000042017,925048,0000042017
9251460000042017,925146,0000042017
9257990000042017,925799,0000042017
9265240000042017,926524,0000042017
0700080000052008,070008,0000052008
1300140000052008,130014,0000052008
1530480000052008,153048,0000052008
1532320000052008,153232,0000052008
1544190000052008,154419,0000052008
1700470000052008,170047,0000052008
1701000000052008,170100,0000052008
1701750000052008,170175,0000052008
1940800000052008,194080,0000052008
2000140000052008,200014,0000052008
2000770000052008,200077,0000052008
2440010000052008,244001,0000052008
4430410000052008,443041,0000052008
5101900000052008,510190,0000052008
9251380000052008,925138,0000052008
0900020000052009,090002,0000052009
0900050000052009,090005,0000052009
0900250000052009,090025,0000052009
1200750000052009,120075,0000052009
1300570000052009,130057,0000052009
1370430000052009,137043,0000052009
1532150000052009,153215,0000052009
1532370000052009,153237,0000052009
1680050000052009,168005,0000052009
1700280000052009,170028,0000052009
1700410000052009,170041,0000052009
1700800000052009,170080,0000052009
1933560000052009,193356,0000052009
2000220000052009,200022,0000052009
2000310000052009,200031,0000052009
2000670000052009,200067,0000052009
2001360000052009,200136,0000052009
3440010000052009,344001,0000052009
3800430000052009,380043,0000052009
5109230000052009,510923,0000052009
7626000000052009,762600,0000052009
7870000000052009,787000,0000052009
0900280000052010,090028,0000052010
1200590000052010,120059,0000052010
1200870000052010,120087,0000052010
1300160000052010,130016,0000052010
1300230000052010,130023,0000052010
1501510000052010,150151,0000052010
1520050000052010,152005,0000052010
1530580000052010,153058,0000052010
1583000000052010,158300,0000052010
1585170000052010,158517,0000052010
1701000000052010,170100,0000052010
1701900000052010,170190,0000052010
1702630000052010,170263,0000052010
1931830000052010,193183,0000052010
2000310000052010,200031,0000052010
2000850000052010,200085,0000052010
2401050000052010,240105,0000052010
3430020000052010,343002,0000052010
5101780000052010,510178,0000052010
5109130000052010,510913,0000052010
5114410000052010,511441,0000052010
7838100000052010,783810,0000052010
0700150000052011,070015,0000052011
0900240000052011,090024,0000052011
1200680000052011,120068,0000052011
1530300000052011,153030,0000052011
1532910000052011,153291,0000052011
1581390000052011,158139,0000052011
1581500000052011,158150,0000052011
1584630000052011,158463,0000052011
1601680000052011,160168,0000052011
1700470000052011,170047,0000052011
1701100000052011,170110,0000052011
1701820000052011,170182,0000052011
1702630000052011,170263,0000052011
1702690000052011,170269,0000052011
1940080000052011,194008,0000052011
1950120000052011,195012,0000052011
2000220000052011,200022,0000052011
2000620000052011,200062,0000052011
2001260000052011,200126,0000052011
2003780000052011,200378,0000052011
2550020000052011,255002,0000052011
2570270000052011,257027,0000052011
3730460000052011,373046,0000052011
3800360000052011,380036,0000052011
5105100000052011,510510,0000052011
5109210000052011,510921,0000052011
5116400000052011,511640,0000052011
7838100000052011,783810,0000052011
1350090000052012,135009,0000052012
1350480000052012,135048,0000052012
1501490000052012,150149,0000052012
1502320000052012,150232,0000052012
1581220000052012,158122,0000052012
1581290000052012,158129,0000052012
1583200000052012,158320,0000052012
1583250000052012,158325,0000052012
1584580000052012,158458,0000052012
1600380000052012,160038,0000052012
1601940000052012,160194,0000052012
1603460000052012,160346,0000052012
1605310000052012,160531,0000052012
1700350000052012,170035,0000052012
1701030000052012,170103,0000052012
1701600000052012,170160,0000052012
1940110000052012,194011,0000052012
1940850000052012,194085,0000052012
2000500000052012,200050,0000052012
2001230000052012,200123,0000052012
2500380000052012,250038,0000052012
2550130000052012,255013,0000052012
3230300000052012,323030,0000052012
5100800000052012,510080,0000052012
5116740000052012,511674,0000052012
0700080000052013,070008,0000052013
0700200000052013,070020,0000052013
0900390000052013,090039,0000052013
1300210000052013,130021,0000052013
1300280000052013,130028,0000052013
1350140000052013,135014,0000052013
1350420000052013,135042,0000052013
1353250000052013,135325,0000052013
1530650000052013,153065,0000052013
1532920000052013,153292,0000052013
1581970000052013,158197,0000052013
1583060000052013,158306,0000052013
1584630000052013,158463,0000052013
1700780000052013,170078,0000052013
1700890000052013,170089,0000052013
1701030000052013,170103,0000052013
1701570000052013,170157,0000052013
1703470000052013,170347,0000052013
1830250000052013,183025,0000052013
1931120000052013,193112,0000052013
1931240000052013,193124,0000052013
1940850000052013,194085,0000052013
2000500000052013,200050,0000052013
2000620000052013,200062,0000052013
2000990000052013,200099,0000052013
2001200000052013,200120,0000052013
2002030000052013,200203,0000052013
2401040000052013,240104,0000052013
2401070000052013,240107,0000052013
2530150000052013,253015,0000052013
2550090000052013,255009,0000052013
2570330000052013,257033,0000052013
2570500000052013,257050,0000052013
3730440000052013,373044,0000052013
3800360000052013,380036,0000052013
3800540000052013,380054,0000052013
5102800000052013,510280,0000052013
5110800000052013,511080,0000052013
5111350000052013,511135,0000052013
5114460000052013,511446,0000052013
7816000000052013,781600,0000052013
1350350000052014,135035,0000052014
1530330000052014,153033,0000052014
1532920000052014,153292,0000052014
1540340000052014,154034,0000052014
1583210000052014,158321,0000052014
1584430000052014,158443,0000052014
1604150000052014,160415,0000052014
1700380000052014,170038,0000052014
1701090000052014,170109,0000052014
1701180000052014,170118,0000052014
1702070000052014,170207,0000052014
1702590000052014,170259,0000052014
1931170000052014,193117,0000052014
1931180000052014,193118,0000052014
1940330000052014,194033,0000052014
1950150000052014,195015,0000052014
2000900000052014,200090,0000052014
2003800000052014,200380,0000052014
2550180000052014,255018,0000052014
2570330000052014,257033,0000052014
3730800000052014,373080,0000052014
3730820000052014,373082,0000052014
3800300000052014,380030,0000052014
3800340000052014,380034,0000052014
3800360000052014,380036,0000052014
3892670000052014,389267,0000052014
5330130000052014,533013,0000052014
7626000000052014,762600,0000052014
9256100000052014,925610,0000052014
1147020000052015,114702,0000052015
1300230000052015,130023,0000052015
1527570000052015,152757,0000052015
1584080000052015,158408,0000052015
1585080000052015,158508,0000052015
1605310000052015,160531,0000052015
1701750000052015,170175,0000052015
1940200000052015,194020,0000052015
1940750000052015,194075,0000052015
2000220000052015,200022,0000052015
2000900000052015,200090,0000052015
2001200000052015,200120,0000052015
2001270000052015,200127,0000052015
2001290000052015,200129,0000052015
2004060000052015,200406,0000052015
2500170000052015,250017,0000052015
2550170000052015,255017,0000052015
2570290000052015,257029,0000052015
3230020000052015,323002,0000052015
3730400000052015,373040,0000052015
3800390000052015,380039,0000052015
3892970000052015,389297,0000052015
5102800000052015,510280,0000052015
7916030000052015,791603,0000052015
9251990000052015,925199,0000052015
9264120000052015,926412,0000052015
0700160000052016,070016,0000052016
1147020000052016,114702,0000052016
1350120000052016,135012,0000052016
1531770000052016,153177,0000052016
1540490000052016,154049,0000052016
1581460000052016,158146,0000052016
1583350000052016,158335,0000052016
1583920000052016,158392,0000052016
1600900000052016,160090,0000052016
1603490000052016,160349,0000052016
1642040000052016,164204,0000052016
1701000000052016,170100,0000052016
1701770000052016,170177,0000052016
1701980000052016,170198,0000052016
1931080000052016,193108,0000052016
1940030000052016,194003,0000052016
2000220000052016,200022,0000052016
2000460000052016,200046,0000052016
2000930000052016,200093,0000052016
2003920000052016,200392,0000052016
2500240000052016,250024,0000052016
2530140000052016,253014,0000052016
2550230000052016,255023,0000052016
2570330000052016,257033,0000052016
2570410000052016,257041,0000052016
2570520000052016,257052,0000052016
3730150000052016,373015,0000052016
3800340000052016,380034,0000052016
5110800000052016,511080,0000052016
7868000000052016,786800,0000052016
0700240000052017,070024,0000052017
1100970000052017,110097,0000052017
1501540000052017,150154,0000052017
1583000000052017,158300,0000052017
1601450000052017,160145,0000052017
1605260000052017,160526,0000052017
1700850000052017,170085,0000052017
1702070000052017,170207,0000052017
1703880000052017,170388,0000052017
2000490000052017,200049,0000052017
2002330000052017,200233,0000052017
2010620000052017,201062,0000052017
2401140000052017,240114,0000052017
2550050000052017,255005,0000052017
2570280000052017,257028,0000052017
2570360000052017,257036,0000052017
3809330000052017,380933,0000052017
3892670000052017,389267,0000052017
3894200000052017,389420,0000052017
5109070000052017,510907,0000052017
9254510000052017,925451,0000052017
9260120000052017,926012,0000052017
9260940000052017,926094,0000052017
9262950000052017,926295,0000052017
9266710000052017,926671,0000052017
0900050000062008,090005,0000062008
1104040000062008,110404,0000062008
1301030000062008,130103,0000062008
1532060000062008,153206,0000062008
1532110000062008,153211,0000062008
1532180000062008,153218,0000062008
1532240000062008,153224,0000062008
1532510000062008,153251,0000062008
1601760000062008,160176,0000062008
1605480000062008,160548,0000062008
1702630000062008,170263,0000062008
1703350000062008,170335,0000062008
1933560000062008,193356,0000062008
2000600000062008,200060,0000062008
2000650000062008,200065,0000062008
2000670000062008,200067,0000062008
2530060000062008,253006,0000062008
2530110000062008,253011,0000062008
2550210000062008,255021,0000062008
3730460000062008,373046,0000062008
5101800000062008,510180,0000062008
0900240000062009,090024,0000062009
1530180000062009,153018,0000062009
1539910000062009,153991,0000062009
1600140000062009,160014,0000062009
1600470000062009,160047,0000062009
1603460000062009,160346,0000062009
1603490000062009,160349,0000062009
1605310000062009,160531,0000062009
1700660000062009,170066,0000062009
1700890000062009,170089,0000062009
1701330000062009,170133,0000062009
1701920000062009,170192,0000062009
1701950000062009,170195,0000062009
1702480000062009,170248,0000062009
1931110000062009,193111,0000062009
2001260000062009,200126,0000062009
2530280000062009,253028,0000062009
3730400000062009,373040,0000062009
3730460000062009,373046,0000062009
3800540000062009,380054,0000062009
0900030000062010,090003,0000062010
0900120000062010,090012,0000062010
1200290000062010,120029,0000062010
1301280000062010,130128,0000062010
1350130000062010,135013,0000062010
1581970000062010,158197,0000062010
1601630000062010,160163,0000062010
1701090000062010,170109,0000062010
1701660000062010,170166,0000062010
2000220000062010,200022,0000062010
2000650000062010,200065,0000062010
2550140000062010,255014,0000062010
3730300000062010,373030,0000062010
4430200000062010,443020,0000062010
5114250000062010,511425,0000062010
9252980000062010,925298,0000062010
1353250000062011,135325,0000062011
1531780000062011,153178,0000062011
1540500000062011,154050,0000062011
1583200000062011,158320,0000062011
1584430000062011,158443,0000062011
1584650000062011,158465,0000062011
1604730000062011,160473,0000062011
1700590000062011,170059,0000062011
1701850000062011,170185,0000062011
1701860000062011,170186,0000062011
1702270000062011,170227,0000062011
1931200000062011,193120,0000062011
1931250000062011,193125,0000062011
2001190000062011,200119,0000062011
2401250000062011,240125,0000062011
2550030000062011,255003,0000062011
2550050000062011,255005,0000062011
2550130000062011,255013,0000062011
3730580000062011,373058,0000062011
3730670000062011,373067,0000062011
5102090000062011,510209,0000062011
0700090000062012,070009,0000062012
0700200000062012,070020,0000062012
0700280000062012,070028,0000062012
1200480000062012,120048,0000062012
1301260000062012,130126,0000062012
1502440000062012,150244,0000062012
1518790000062012,151879,0000062012
1530280000062012,153028,0000062012
1530710000062012,153071,0000062012
1581220000062012,158122,0000062012
1583010000062012,158301,0000062012
1583210000062012,158321,0000062012
1601180000062012,160118,0000062012
1601400000062012,160140,0000062012
1603670000062012,160367,0000062012
1700190000062012,170019,0000062012
1701720000062012,170172,0000062012
1701780000062012,170178,0000062012
1705160000062012,170516,0000062012
1940630000062012,194063,0000062012
1940640000062012,194064,0000062012
2000620000062012,200062,0000062012
2001200000062012,200120,0000062012
2570330000062012,257033,0000062012
2570350000062012,257035,0000062012
2570420000062012,257042,0000062012
3730580000062012,373058,0000062012
5330130000062012,533013,0000062012
9261960000062012,926196,0000062012
1350130000062013,135013,0000062013
1530480000062013,153048,0000062013
1540510000062013,154051,0000062013
1583010000062013,158301,0000062013
1600040000062013,160004,0000062013
1700470000062013,170047,0000062013
1700520000062013,170052,0000062013
1701100000062013,170110,0000062013
1701820000062013,170182,0000062013
1701870000062013,170187,0000062013
1931030000062013,193103,0000062013
1931170000062013,193117,0000062013
1940070000062013,194007,0000062013
1940190000062013,194019,0000062013
2001270000062013,200127,0000062013
2003880000062013,200388,0000062013
2003900000062013,200390,0000062013
2550250000062013,255025,0000062013
3730300000062013,373030,0000062013
3800570000062013,380057,0000062013
3809350000062013,380935,0000062013
4533300000062013,453330,0000062013
5114010000062013,511401,0000062013
5114240000062013,511424,0000062013
7890000000062013,789000,0000062013
9831050000062013,983105,0000062013
1530580000062014,153058,0000062014
1547060000062014,154706,0000062014
1581980000062014,158198,0000062014
1582770000062014,158277,0000062014
1583080000062014,158308,0000062014
1600690000062014,160069,0000062014
1700810000062014,170081,0000062014
1701580000062014,170158,0000062014
1702630000062014,170263,0000062014
2000230000062014,200023,0000062014
2000310000062014,200031,0000062014
2000640000062014,200064,0000062014
2000750000062014,200075,0000062014
2001270000062014,200127,0000062014
2002010000062014,200201,0000062014
2003540000062014,200354,0000062014
2003980000062014,200398,0000062014
2550110000062014,255011,0000062014
2570210000062014,257021,0000062014
2570220000062014,257022,0000062014
2570240000062014,257024,0000062014
2570450000062014,257045,0000062014
2570460000062014,257046,0000062014
2570470000062014,257047,0000062014
3230240000062014,323024,0000062014
3730150000062014,373015,0000062014
3800510000062014,380051,0000062014
3809570000062014,380957,0000062014
5105800000062014,510580,0000062014
5106770000062014,510677,0000062014
7848100000062014,784810,0000062014
7853200000062014,785320,0000062014
9250670000062014,925067,0000062014
9252820000062014,925282,0000062014
9253090000062014,925309,0000062014
0900230000062015,090023,0000062015
1146010000062015,114601,0000062015
1300210000062015,130021,0000062015
1300630000062015,130063,0000062015
1300670000062015,130067,0000062015
1582770000062015,158277,0000062015
1583350000062015,158335,0000062015
1584350000062015,158435,0000062015
1584850000062015,158485,0000062015
1700450000062015,170045,0000062015
1940310000062015,194031,0000062015
2000350000062015,200035,0000062015
2002010000062015,200201,0000062015
2003520000062015,200352,0000062015
2004040000062015,200404,0000062015
2500130000062015,250013,0000062015
2500190000062015,250019,0000062015
3730500000062015,373050,0000062015
3800490000062015,380049,0000062015
3800510000062015,380051,0000062015
3809440000062015,380944,0000062015
5118570000062015,511857,0000062015
9260020000062015,926002,0000062015
1100990000062016,110099,0000062016
1520040000062016,152004,0000062016
1530380000062016,153038,0000062016
1532510000062016,153251,0000062016
1581380000062016,158138,0000062016
1581570000062016,158157,0000062016
1583780000062016,158378,0000062016
1583860000062016,158386,0000062016
1584420000062016,158442,0000062016
1584430000062016,158443,0000062016
1584850000062016,158485,0000062016
1700660000062016,170066,0000062016
1701690000062016,170169,0000062016
2000850000062016,200085,0000062016
2001200000062016,200120,0000062016
2002010000062016,200201,0000062016
2003820000062016,200382,0000062016
2003940000062016,200394,0000062016
2004020000062016,200402,0000062016
2010620000062016,201062,0000062016
2401050000062016,240105,0000062016
2401250000062016,240125,0000062016
3230240000062016,323024,0000062016
7823200000062016,782320,0000062016
9262260000062016,926226,0000062016
1200060000062017,120006,0000062017
1206330000062017,120633,0000062017
1300280000062017,130028,0000062017
1300320000062017,130032,0000062017
1350180000062017,135018,0000062017
1350380000062017,135038,0000062017
1350490000062017,135049,0000062017
1546170000062017,154617,0000062017
1581500000062017,158150,0000062017
1583780000062017,158378,0000062017
1583800000062017,158380,0000062017
1583870000062017,158387,0000062017
1600190000062017,160019,0000062017
1600360000062017,160036,0000062017
1600860000062017,160086,0000062017
1680060000062017,168006,0000062017
1931130000062017,193113,0000062017
1931170000062017,193117,0000062017
2000910000062017,200091,0000062017
2530080000062017,253008,0000062017
2570480000062017,257048,0000062017
3430280000062017,343028,0000062017
3440410000062017,344041,0000062017
3891610000062017,389161,0000062017
4000790000062017,400079,0000062017
5101200000062017,510120,0000062017
5106860000062017,510686,0000062017
9260120000062017,926012,0000062017
9264990000062017,926499,0000062017
0700190000072008,070019,0000072008
0900300000072008,090030,0000072008
1300880000072008,130088,0000072008
1301280000072008,130128,0000072008
1530480000072008,153048,0000072008
1532030000072008,153203,0000072008
1532200000072008,153220,0000072008
1581910000072008,158191,0000072008
1600720000072008,160072,0000072008
1701710000072008,170171,0000072008
1701750000072008,170175,0000072008
1701850000072008,170185,0000072008
2000150000072008,200015,0000072008
2001190000072008,200119,0000072008
2401280000072008,240128,0000072008
2530050000072008,253005,0000072008
3730400000072008,373040,0000072008
5101880000072008,510188,0000072008
5113390000072008,511339,0000072008
5116740000072008,511674,0000072008
5116820000072008,511682,0000072008
7836010000072008,783601,0000072008
9254450000072008,925445,0000072008
1300210000072009,130021,0000072009
1502230000072009,150223,0000072009
1531960000072009,153196,0000072009
1532030000072009,153203,0000072009
1532910000072009,153291,0000072009
1600240000072009,160024,0000072009
1605150000072009,160515,0000072009
1701140000072009,170114,0000072009
1702630000072009,170263,0000072009
2000900000072009,200090,0000072009
2001200000072009,200120,0000072009
5108900000072009,510890,0000072009
1200080000072010,120008,0000072010
1200300000072010,120030,0000072010
1200390000072010,120039,0000072010
1300690000072010,130069,0000072010
1300780000072010,130078,0000072010
1301220000072010,130122,0000072010
1350050000072010,135005,0000072010
1532510000072010,153251,0000072010
1539780000072010,153978,0000072010
1543580000072010,154358,0000072010
1581210000072010,158121,0000072010
1581980000072010,158198,0000072010
1583770000072010,158377,0000072010
1584820000072010,158482,0000072010
1603490000072010,160349,0000072010
1700470000072010,170047,0000072010
1701140000072010,170114,0000072010
1701380000072010,170138,0000072010
1702090000072010,170209,0000072010
1931220000072010,193122,0000072010
1940270000072010,194027,0000072010
1940750000072010,194075,0000072010
2000670000072010,200067,0000072010
2500390000072010,250039,0000072010
2530080000072010,253008,0000072010
3800380000072010,380038,0000072010
9253090000072010,925309,0000072010
9259420000072010,925942,0000072010
0900250000072011,090025,0000072011
1100970000072011,110097,0000072011
1300700000072011,130070,0000072011
1540490000072011,154049,0000072011
1581290000072011,158129,0000072011
1581560000072011,158156,0000072011
1583000000072011,158300,0000072011
1583370000072011,158337,0000072011
1583780000072011,158378,0000072011
1601400000072011,160140,0000072011
1602990000072011,160299,0000072011
1603490000072011,160349,0000072011
1701900000072011,170190,0000072011
2000320000072011,200032,0000072011
2002000000072011,200200,0000072011
2401040000072011,240104,0000072011
3430280000072011,343028,0000072011
1200590000072012,120059,0000072012
1300220000072012,130022,0000072012
1350080000072012,135008,0000072012
1350130000072012,135013,0000072012
1518890000072012,151889,0000072012
1520040000072012,152004,0000072012
1581350000072012,158135,0000072012
1584260000072012,158426,0000072012
1584620000072012,158462,0000072012
1602990000072012,160299,0000072012
1700750000072012,170075,0000072012
1701220000072012,170122,0000072012
1701820000072012,170182,0000072012
1940280000072012,194028,0000072012
2003380000072012,200338,0000072012
2500150000072012,250015,0000072012
2570360000072012,257036,0000072012
3730850000072012,373085,0000072012
3800380000072012,380038,0000072012
3809350000072012,380935,0000072012
3893200000072012,389320,0000072012
5101350000072012,510135,0000072012
5101780000072012,510178,0000072012
5101900000072012,510190,0000072012
5111800000072012,511180,0000072012
5118570000072012,511857,0000072012
7816000000072012,781600,0000072012
9108090000072012,910809,0000072012
0700200000072013,070020,0000072013
0700280000072013,070028,0000072013
0900050000072013,090005,0000072013
1201950000072013,120195,0000072013
1300630000072013,130063,0000072013
1350490000072013,135049,0000072013
1501540000072013,150154,0000072013
1581330000072013,158133,0000072013
1583190000072013,158319,0000072013
1605310000072013,160531,0000072013
1680060000072013,168006,0000072013
1701770000072013,170177,0000072013
1701810000072013,170181,0000072013
1940070000072013,194007,0000072013
2000380000072013,200038,0000072013
2002330000072013,200233,0000072013
2550030000072013,255003,0000072013
2550180000072013,255018,0000072013
2570300000072013,257030,0000072013
3730800000072013,373080,0000072013
3800380000072013,380038,0000072013
3809320000072013,380932,0000072013
9259420000072013,925942,0000072013
0900070000072014,090007,0000072014
1200010000072014,120001,0000072014
1350270000072014,135027,0000072014
1582790000072014,158279,0000072014
1583090000072014,158309,0000072014
1583130000072014,158313,0000072014
1583340000072014,158334,0000072014
1584350000072014,158435,0000072014
1586580000072014,158658,0000072014
1604770000072014,160477,0000072014
1642040000072014,164204,0000072014
1701570000072014,170157,0000072014
1830250000072014,183025,0000072014
2570270000072014,257027,0000072014
3730530000072014,373053,0000072014
3809440000072014,380944,0000072014
4430200000072014,443020,0000072014
5114240000072014,511424,0000072014
1300740000072015,130074,0000072015
1350180000072015,135018,0000072015
1583000000072015,158300,0000072015
1583780000072015,158378,0000072015
1600190000072015,160019,0000072015
1600470000072015,160047,0000072015
1601270000072015,160127,0000072015
1601590000072015,160159,0000072015
1603610000072015,160361,0000072015
1604790000072015,160479,0000072015
1701860000072015,170186,0000072015
1701900000072015,170190,0000072015
1702070000072015,170207,0000072015
1940030000072015,194003,0000072015
